ts,user_id,country_id,site_id
2019/2/1 10:43,LC35E8,QLT,5NPAU
2019/2/1 10:43,LC35E8,QLT,5NPAU
2019/2/1 10:43,LC35E8,QLT,5NPAU
2019/2/1 10:43,LC35E8,QLT,5NPAU
2019/2/1 10:43,LC35E8,QLT,5NPAU
2019/2/1 10:48,LCECC3,QLT,5NPAU
2019/2/1 10:50,LCECC3,QLT,5NPAU
2019/2/1 10:50,LC37F5,QLT,5NPAU
2019/2/1 10:50,LC35E8,QLT,5NPAU
2019/2/1 10:51,LC35E8,QLT,5NPAU
2019/2/1 10:52,LC3E1C,QLT,5NPAU
2019/2/1 10:54,LC3A11,QLT,5NPAU
2019/2/1 10:57,LC34B9,QLT,5NPAU
2019/2/1 10:58,LC3B7F,QLT,5NPAU
2019/2/1 11:02,LC88C3,QLT,5NPAU
2019/2/1 11:05,LC33FE,QLT,5NPAU
2019/2/1 11:05,LC37E2,TL6,N0OTG
2019/2/1 11:07,LC3222,TL6,QGO3G
2019/2/1 11:08,LC3DD0,QLT,5NPAU
2019/2/1 11:10,LC3FBE,BDV,5NPAU
2019/2/1 11:11,LC2C3B,QLT,5NPAU
2019/2/1 11:11,LCC3DB,BDV,5NPAU
2019/2/1 11:16,LC39EE,BDV,5NPAU
2019/2/1 11:17,LC35E8,QLT,5NPAU
2019/2/1 11:18,LCFC34,TL6,N0OTG
2019/2/1 11:24,LC3E45,TL6,N0OTG
2019/2/1 11:25,LC39B4,QLT,5NPAU
2019/2/1 11:25,LC369C,QLT,5NPAU
2019/2/1 11:26,LC3222,TL6,QGO3G
2019/2/1 11:26,LC3021,QLT,5NPAU
2019/2/1 11:27,LC3A2B,QLT,5NPAU
2019/2/1 11:35,LC3CD7,QLT,5NPAU
2019/2/1 11:38,LC3831,QLT,5NPAU
2019/2/1 11:40,LC34A1,QLT,5NPAU
2019/2/1 11:44,LC8C37,QLT,5NPAU
2019/2/1 11:47,LC354E,QLT,5NPAU
2019/2/1 11:50,LC34E5,QLT,N0OTG
2019/2/1 11:51,LC3222,TL6,QGO3G
2019/2/1 11:51,LC33D5,QLT,5NPAU
2019/2/1 11:51,LC3E34,QLT,5NPAU
2019/2/1 11:55,LC308E,QLT,5NPAU
2019/2/1 11:55,LC36C7,QLT,5NPAU
2019/2/1 11:55,LC8C30,TL6,N0OTG
2019/2/1 11:55,LC308E,QLT,5NPAU
2019/2/1 11:58,LC365A,BDV,5NPAU
2019/2/1 11:58,LC323B,QLT,5NPAU
2019/2/1 12:05,LC37D9,HVQ,3POLC
2019/2/1 12:05,LC8C37,QLT,5NPAU
2019/2/1 12:06,LC3730,QLT,5NPAU
2019/2/1 12:06,LC31EF,BDV,N0OTG
2019/2/1 12:06,LC8C37,QLT,5NPAU
2019/2/1 12:07,LC3A59,TL6,N0OTG
2019/2/1 12:08,LC3212,TL6,N0OTG
2019/2/1 12:09,LC30D6,BDV,5NPAU
2019/2/1 12:13,LC77C3,TL6,QGO3G
2019/2/1 12:13,LC3A59,TL6,N0OTG
2019/2/1 12:13,LC39A6,BDV,5NPAU
2019/2/1 12:16,LC3A59,TL6,N0OTG
2019/2/1 12:16,LC3A59,TL6,N0OTG
2019/2/1 12:23,LC3A59,TL6,N0OTG
2019/2/1 12:28,LC3F25,TL6,QGO3G
2019/2/1 12:35,LC3016,BDV,5NPAU
2019/2/1 12:40,LCEDC3,HVQ,GVOFK
2019/2/1 12:41,LC382C,QLT,5NPAU
2019/2/1 12:42,LC3A03,BDV,5NPAU
2019/2/1 12:54,LC3A59,TL6,N0OTG
2019/2/1 12:54,LC3A59,TL6,N0OTG
2019/2/1 12:56,LC34E8,QLT,5NPAU
2019/2/1 13:01,LC333E,QLT,5NPAU
2019/2/1 13:01,LC336C,BDV,5NPAU
2019/2/1 13:02,LC3A59,TL6,N0OTG
2019/2/1 13:03,LC365B,XA7,N0OTG
2019/2/1 13:03,LC3A59,TL6,N0OTG
2019/2/1 13:07,LC319E,TL6,N0OTG
2019/2/1 13:08,LCCC3D,BDV,5NPAU
2019/2/1 13:10,LC3A59,TL6,N0OTG
2019/2/1 13:11,LC3A59,TL6,N0OTG
2019/2/1 13:14,LC33A0,BDV,5NPAU
2019/2/1 13:14,LC3EB3,QLT,5NPAU
2019/2/1 13:16,LC3CA8,TL6,N0OTG
2019/2/1 13:19,LC3C4C,TL6,N0OTG
2019/2/1 13:19,LC3A59,TL6,N0OTG
2019/2/1 13:20,LC3A59,TL6,N0OTG
2019/2/1 13:21,LC343D,QLT,N0OTG
2019/2/1 13:28,LC1C3C,XA7,N0OTG
2019/2/1 13:29,LC3A59,TL6,N0OTG
2019/2/1 13:30,LC3778,QLT,5NPAU
2019/2/1 13:31,LC3778,QLT,5NPAU
2019/2/1 13:31,LC3778,QLT,5NPAU
2019/2/1 13:31,LC30DD,QLT,5NPAU
2019/2/1 13:32,LC3778,QLT,5NPAU
2019/2/1 13:35,LC35B3,TL6,N0OTG
2019/2/1 13:38,LCC3F4,TL6,N0OTG
2019/2/1 13:39,LC3493,NVV,N0OTG
2019/2/1 13:45,LC3362,BDV,5NPAU
2019/2/1 13:53,LC3EB2,TL6,N0OTG
2019/2/1 13:53,LC35F2,QLT,N0OTG
2019/2/1 13:58,LC3185,XA7,N0OTG
2019/2/1 13:59,LC3FCA,TL6,QGO3G
2019/2/1 14:00,LC36AC,BDV,5NPAU
2019/2/1 14:03,LC3AF4,BDV,5NPAU
2019/2/1 14:03,LC3DE6,BDV,5NPAU
2019/2/1 14:04,LC3D89,TL6,QGO3G
2019/2/1 14:14,LC3A59,TL6,N0OTG
2019/2/1 14:22,LC3A59,TL6,N0OTG
2019/2/1 14:25,LC3492,BDV,N0OTG
2019/2/1 14:30,LC3A59,TL6,N0OTG
2019/2/1 14:30,LC3A59,TL6,N0OTG
2019/2/1 14:36,LC3D52,TL6,N0OTG
2019/2/1 14:39,LCC345,TL6,QGO3G
2019/2/1 14:45,LC32C4,BDV,5NPAU
2019/2/1 14:46,LC32BE,TL6,QGO3G
2019/2/1 14:47,LCC345,TL6,QGO3G
2019/2/1 14:47,LC37FF,QLT,5NPAU
2019/2/1 14:48,LCC3C6,QLT,5NPAU
2019/2/1 14:49,LC34F3,BDV,5NPAU
2019/2/1 14:51,LC385C,TL6,N0OTG
2019/2/1 14:52,LC3E03,TL6,QGO3G
2019/2/1 14:54,LC37BC,QLT,5NPAU
2019/2/1 14:55,LCC345,TL6,QGO3G
2019/2/1 14:57,LC35DE,TL6,N0OTG
2019/2/1 15:00,LC3FD9,TL6,QGO3G
2019/2/1 15:01,LC313E,TL6,QGO3G
2019/2/1 15:06,LC39B3,BDV,5NPAU
2019/2/1 15:07,LC36D2,TL6,QGO3G
2019/2/1 15:07,LC3177,TL6,N0OTG
2019/2/1 15:11,LC39B3,BDV,5NPAU
2019/2/1 15:15,LC35DE,TL6,N0OTG
2019/2/1 15:15,LC3E54,BDV,N0OTG
2019/2/1 15:20,LC3AA2,TL6,N0OTG
2019/2/1 15:22,LC3884,QLT,5NPAU
2019/2/1 15:22,LC30E0,XA7,N0OTG
2019/2/1 15:23,LC3E51,TL6,N0OTG
2019/2/1 15:32,LC32C4,BDV,5NPAU
2019/2/1 15:34,LC3F87,BDV,5NPAU
2019/2/1 15:35,LC3008,TL6,QGO3G
2019/2/1 15:36,LC3E9B,TL6,QGO3G
2019/2/1 15:38,LC3F65,HVQ,GVOFK
2019/2/1 15:43,LC3831,QLT,5NPAU
2019/2/1 15:52,LC32BC,TL6,N0OTG
2019/2/1 15:53,LC3181,TL6,N0OTG
2019/2/1 16:03,LC323B,TL6,QGO3G
2019/2/1 16:03,LC340F,HVQ,GVOFK
2019/2/1 16:09,LC39E1,BDV,5NPAU
2019/2/1 16:12,LC3688,TL6,N0OTG
2019/2/1 16:15,LC34A5,BDV,5NPAU
2019/2/1 16:19,LC3A12,BDV,5NPAU
2019/2/1 16:19,LCC389,QLT,5NPAU
2019/2/1 16:25,LC316B,QLT,5NPAU
2019/2/1 16:29,LC31B4,TL6,N0OTG
2019/2/1 16:30,LC3C26,BDV,5NPAU
2019/2/1 16:36,LC3F4D,TL6,QGO3G
2019/2/1 16:38,LC3881,TL6,QGO3G
2019/2/1 16:41,LC3F64,TL6,QGO3G
2019/2/1 16:44,LC3F08,TL6,N0OTG
2019/2/1 16:45,LC33DE,QLT,N0OTG
2019/2/1 16:46,LC36E4,TL6,N0OTG
2019/2/1 16:48,LCC3B9,BDV,5NPAU
2019/2/1 16:49,LC390D,BDV,5NPAU
2019/2/1 16:53,LC3432,QLT,5NPAU
2019/2/1 16:54,LC3585,TL6,QGO3G
2019/2/1 16:57,LC395B,BDV,5NPAU
2019/2/1 16:58,LC315B,TL6,QGO3G
2019/2/1 17:01,LC36C3,BDV,5NPAU
2019/2/1 17:02,LC37DD,TL6,QGO3G
2019/2/1 17:03,LC34BD,XA7,N0OTG
2019/2/1 17:04,LC3F9E,QLT,N0OTG
2019/2/1 17:06,LC339F,BDV,5NPAU
2019/2/1 17:10,LC3E27,TL6,N0OTG
2019/2/1 17:12,LC394D,QLT,5NPAU
2019/2/1 17:12,LC39F0,BDV,5NPAU
2019/2/1 17:14,LCA4C3,BDV,N0OTG
2019/2/1 17:14,LC3F34,QLT,N0OTG
2019/2/1 17:15,LC3A8B,TL6,N0OTG
2019/2/1 17:22,LC39DD,TL6,N0OTG
2019/2/1 17:22,LC3AB7,BDV,5NPAU
2019/2/1 17:23,LC35F7,TL6,QGO3G
2019/2/1 17:23,LC330F,QLT,5NPAU
2019/2/1 17:25,LC39DD,TL6,N0OTG
2019/2/1 17:26,LC39DD,TL6,N0OTG
2019/2/1 17:27,LC3424,BDV,5NPAU
2019/2/1 17:27,LC3424,BDV,5NPAU
2019/2/1 17:28,LCA7C3,BDV,5NPAU
2019/2/1 17:28,LCA7C3,BDV,5NPAU
2019/2/1 17:28,LCA7C3,BDV,5NPAU
2019/2/1 17:29,LCA7C3,BDV,5NPAU
2019/2/1 17:29,LCA7C3,BDV,5NPAU
2019/2/1 17:29,LCA7C3,BDV,5NPAU
2019/2/1 17:32,LC342A,TL6,N0OTG
2019/2/1 17:36,LC307E,QLT,5NPAU
2019/2/1 17:39,LC37CB,QLT,5NPAU
2019/2/1 17:40,LCA4C3,BDV,N0OTG
2019/2/1 17:40,LC3596,QLT,N0OTG
2019/2/1 17:41,LC353B,BDV,5NPAU
2019/2/1 17:42,LC342A,TL6,N0OTG
2019/2/1 17:44,LC0C35,QLT,5NPAU
2019/2/1 17:45,LC3F9F,TL6,N0OTG
2019/2/1 17:45,LC372E,QLT,5NPAU
2019/2/1 17:47,LC36D3,QLT,5NPAU
2019/2/1 17:55,LC323E,BDV,N0OTG
2019/2/1 17:57,LC309B,BDV,5NPAU
2019/2/1 17:57,LC328B,QLT,5NPAU
2019/2/1 17:58,LC3B94,QLT,5NPAU
2019/2/1 17:59,LCC3A7,BDV,5NPAU
2019/2/1 17:59,LC3F69,QLT,5NPAU
2019/2/1 18:00,LC3B3C,BDV,N0OTG
2019/2/1 18:02,LC38A3,QLT,5NPAU
2019/2/1 18:03,LC2C3A,QLT,5NPAU
2019/2/1 18:05,LCC32A,BDV,5NPAU
2019/2/1 18:06,LC3181,TL6,N0OTG
2019/2/1 18:07,LC3331,BDV,N0OTG
2019/2/1 18:08,LCEFC3,BDV,5NPAU
2019/2/1 18:09,LC9C31,QLT,5NPAU
2019/2/1 18:10,LC33DB,BDV,N0OTG
2019/2/1 18:11,LC3730,QLT,5NPAU
2019/2/1 18:13,LC345B,BDV,5NPAU
2019/2/1 18:13,LC31A1,TL6,N0OTG
2019/2/1 18:14,LC3C02,BDV,5NPAU
2019/2/1 18:16,LC3653,QLT,5NPAU
2019/2/1 18:16,LC3DD2,QLT,5NPAU
2019/2/1 18:17,LCC3E7,NVV,N0OTG
2019/2/1 18:19,LCCC33,QLT,5NPAU
2019/2/1 18:19,LC3659,QLT,5NPAU
2019/2/1 18:20,LCA3C3,BDV,5NPAU
2019/2/1 18:20,LC3510,BDV,5NPAU
2019/2/1 18:22,LC36F6,BDV,N0OTG
2019/2/1 18:22,LC3208,QLT,5NPAU
2019/2/1 18:22,LC33BF,QLT,5NPAU
2019/2/1 18:23,LC3A24,TL6,QGO3G
2019/2/1 18:23,LC34F3,BDV,5NPAU
2019/2/1 18:23,LC3C2F,BDV,5NPAU
2019/2/1 18:24,LC38EB,TL6,N0OTG
2019/2/1 18:24,LC38EB,TL6,N0OTG
2019/2/1 18:25,LC4DC3,QLT,5NPAU
2019/2/1 18:25,LC3DB6,QLT,5NPAU
2019/2/1 18:25,LC9C3A,QLT,5NPAU
2019/2/1 18:25,LC3C2F,BDV,5NPAU
2019/2/1 18:26,LC38EB,TL6,N0OTG
2019/2/1 18:27,LC3DB6,QLT,5NPAU
2019/2/1 18:27,LC3DB6,QLT,5NPAU
2019/2/1 18:27,LC3C02,BDV,5NPAU
2019/2/1 18:29,LC6C30,QLT,5NPAU
2019/2/1 18:32,LC3C20,QLT,5NPAU
2019/2/1 18:33,LC3614,QLT,5NPAU
2019/2/1 18:33,LC3120,QLT,5NPAU
2019/2/1 18:34,LC3F07,BDV,5NPAU
2019/2/1 18:36,LC31C7,QLT,5NPAU
2019/2/1 18:36,LC37CD,QLT,5NPAU
2019/2/1 18:36,LC33D9,QLT,5NPAU
2019/2/1 18:37,LC3DC4,BDV,5NPAU
2019/2/1 18:38,LC377E,BDV,5NPAU
2019/2/1 18:39,LC3AA4,QLT,5NPAU
2019/2/1 18:43,LC3120,QLT,5NPAU
2019/2/1 18:44,LC3AA4,QLT,5NPAU
2019/2/1 18:47,LC3D2A,TL6,QGO3G
2019/2/1 18:48,LC22C3,TL6,3POLC
2019/2/1 18:49,LC3E71,BDV,5NPAU
2019/2/1 18:50,LC3525,TL6,N0OTG
2019/2/1 18:51,LC3A24,BDV,5NPAU
2019/2/1 18:51,LC22C3,TL6,3POLC
2019/2/1 18:52,LC37A2,QLT,5NPAU
2019/2/1 18:53,LC3C86,QLT,5NPAU
2019/2/1 18:54,LCBC33,QLT,5NPAU
2019/2/1 18:55,LC311C,QLT,5NPAU
2019/2/1 18:57,LC3A6C,BDV,5NPAU
2019/2/1 18:58,LC31DD,BDV,5NPAU
2019/2/1 18:59,LC36F9,BDV,5NPAU
2019/2/1 18:59,LC3761,QLT,5NPAU
2019/2/1 18:59,LC363E,BDV,5NPAU
2019/2/1 18:59,LCFC3D,TL6,N0OTG
2019/2/1 19:01,LCC324,BDV,5NPAU
2019/2/1 19:02,LCEBC3,QLT,5NPAU
2019/2/1 19:03,LC370B,BDV,N0OTG
2019/2/1 19:05,LC3DD9,BDV,5NPAU
2019/2/1 19:06,LC3A22,QLT,5NPAU
2019/2/1 19:06,LCC3F1,BDV,5NPAU
2019/2/1 19:07,LC3CAD,QLT,5NPAU
2019/2/1 19:08,LC3892,QLT,5NPAU
2019/2/1 19:10,LC3EAA,QLT,5NPAU
2019/2/1 19:11,LC4C30,QLT,5NPAU
2019/2/1 19:12,LC37F8,QLT,5NPAU
2019/2/1 19:15,LC4C31,QLT,5NPAU
2019/2/1 19:16,LC8C3B,BDV,5NPAU
2019/2/1 19:16,LC3E36,BDV,5NPAU
2019/2/1 19:23,LC3D81,QLT,5NPAU
2019/2/1 19:24,LC34BD,BDV,5NPAU
2019/2/1 19:24,LC34BD,BDV,5NPAU
2019/2/1 19:24,LC38BB,BDV,5NPAU
2019/2/1 19:24,LC34BD,BDV,5NPAU
2019/2/1 19:27,LC3491,QLT,5NPAU
2019/2/1 19:27,LC3486,QLT,5NPAU
2019/2/1 19:27,LC3B37,QLT,N0OTG
2019/2/1 19:29,LC3994,BDV,5NPAU
2019/2/1 19:29,LC3486,QLT,5NPAU
2019/2/1 19:30,LC3B22,QLT,5NPAU
2019/2/1 19:30,LC31E6,BDV,5NPAU
2019/2/1 19:31,LC3831,QLT,5NPAU
2019/2/1 19:35,LC374B,BDV,5NPAU
2019/2/1 19:36,LC33CF,QLT,5NPAU
2019/2/1 19:38,LC363D,QLT,5NPAU
2019/2/1 19:41,LC28C3,TL6,N0OTG
2019/2/1 19:41,LC3A90,QLT,5NPAU
2019/2/1 19:41,LCC343,QLT,5NPAU
2019/2/1 19:42,LCC3DE,BDV,5NPAU
2019/2/1 19:43,LC32C2,QLT,5NPAU
2019/2/1 19:46,LC331B,TL6,QGO3G
2019/2/1 19:48,LCDC36,QLT,5NPAU
2019/2/1 19:48,LC32EE,QLT,5NPAU
2019/2/1 19:48,LC3201,BDV,N0OTG
2019/2/1 19:50,LC3532,BDV,5NPAU
2019/2/1 19:51,LC3524,BDV,5NPAU
2019/2/1 19:52,LC3DEA,TL6,N0OTG
2019/2/1 19:53,LC31CE,QLT,5NPAU
2019/2/1 19:54,LC31CE,QLT,5NPAU
2019/2/1 19:54,LC31CE,QLT,5NPAU
2019/2/1 19:54,LC31CE,QLT,5NPAU
2019/2/1 19:55,LC33B0,QLT,5NPAU
2019/2/1 19:56,LC3C66,QLT,5NPAU
2019/2/1 19:56,LC35DE,TL6,N0OTG
2019/2/1 19:56,LCC381,TL6,N0OTG
2019/2/1 19:58,LC7C32,BDV,5NPAU
2019/2/1 19:58,LC38D1,BDV,N0OTG
2019/2/1 19:58,LC3371,TL6,QGO3G
2019/2/1 19:59,LC33CF,QLT,5NPAU
2019/2/1 19:59,LC308B,BDV,N0OTG
2019/2/1 19:59,LC3C95,QLT,5NPAU
2019/2/1 20:03,LC3D39,BDV,5NPAU
2019/2/1 20:06,LC35C4,QLT,5NPAU
2019/2/1 20:07,LC3EAA,QLT,5NPAU
2019/2/1 20:08,LC31CE,QLT,5NPAU
2019/2/1 20:09,LC3767,QLT,5NPAU
2019/2/1 20:09,LC3757,QLT,5NPAU
2019/2/1 20:09,LC394E,TL6,QGO3G
2019/2/1 20:13,LC365E,QLT,5NPAU
2019/2/1 20:13,LC3AD3,QLT,5NPAU
2019/2/1 20:13,LC30D0,BDV,5NPAU
2019/2/1 20:13,LC3AD3,QLT,5NPAU
2019/2/1 20:13,LC3AD3,QLT,5NPAU
2019/2/1 20:14,LC3812,BDV,5NPAU
2019/2/1 20:15,LC39C4,BDV,N0OTG
2019/2/1 20:16,LC3435,BDV,5NPAU
2019/2/1 20:17,LC56C3,QLT,5NPAU
2019/2/1 20:18,LC3405,TL6,QGO3G
2019/2/1 20:19,LC34A3,BDV,5NPAU
2019/2/1 20:22,LC3D2F,TL6,N0OTG
2019/2/1 20:26,LC39E1,BDV,5NPAU
2019/2/1 20:27,LC316F,QLT,N0OTG
2019/2/1 20:27,LC3C5E,BDV,5NPAU
2019/2/1 20:34,LC3721,TL6,QGO3G
2019/2/1 20:38,LC3869,QLT,5NPAU
2019/2/1 20:38,LC335F,BDV,5NPAU
2019/2/1 20:39,LC3FE5,BDV,5NPAU
2019/2/1 20:39,LC3E50,QLT,5NPAU
2019/2/1 20:39,LC3E97,QLT,5NPAU
2019/2/1 20:39,LC348F,TL6,QGO3G
2019/2/1 20:42,LC3E18,TL6,QGO3G
2019/2/1 20:49,LCFC3E,BDV,5NPAU
2019/2/1 20:49,LCFC3E,BDV,5NPAU
2019/2/1 20:52,LC3A4C,QLT,5NPAU
2019/2/1 20:53,LC30B7,QLT,5NPAU
2019/2/1 20:53,LC3973,BDV,5NPAU
2019/2/1 20:54,LC39C4,BDV,N0OTG
2019/2/1 20:54,LC3973,BDV,5NPAU
2019/2/1 20:54,LC3973,BDV,5NPAU
2019/2/1 20:54,LC3973,BDV,5NPAU
2019/2/1 20:54,LC3973,BDV,5NPAU
2019/2/1 20:56,LC3D1C,QLT,5NPAU
2019/2/1 21:00,LC35DE,TL6,N0OTG
2019/2/1 21:00,LC30DC,TL6,N0OTG
2019/2/1 21:15,LC32E2,BDV,5NPAU
2019/2/1 21:17,LC303E,K1R,N0OTG
2019/2/1 21:17,LCCC36,BDV,5NPAU
2019/2/1 21:19,LCC3C9,QLT,5NPAU
2019/2/1 21:23,LC3070,TL6,QGO3G
2019/2/1 21:24,LC3191,BDV,5NPAU
2019/2/1 21:25,LC34E1,QLT,N0OTG
2019/2/1 21:26,LC3636,QLT,5NPAU
2019/2/1 21:27,LCC387,BDV,5NPAU
2019/2/1 21:29,LC3423,QLT,5NPAU
2019/2/1 21:32,LC3DDC,BDV,5NPAU
2019/2/1 21:33,LCAC3F,QLT,N0OTG
2019/2/1 21:35,LC3C32,BDV,5NPAU
2019/2/1 21:38,LC3DB4,TL6,N0OTG
2019/2/1 21:40,LC3152,TL6,N0OTG
2019/2/1 21:48,LC3D21,BDV,N0OTG
2019/2/1 21:48,LC356D,TL6,N0OTG
2019/2/1 21:51,LC322C,TL6,N0OTG
2019/2/1 21:52,LC3043,TL6,QGO3G
2019/2/1 21:55,LC38D1,TL6,QGO3G
2019/2/1 21:57,LC3BF9,XA7,N0OTG
2019/2/1 21:59,LCC32D,BDV,5NPAU
2019/2/1 22:01,LC3498,TL6,QGO3G
2019/2/1 22:02,LC0C3B,TL6,QGO3G
2019/2/1 22:03,LC32F5,TL6,N0OTG
2019/2/1 22:04,LC3EE5,TL6,N0OTG
2019/2/1 22:05,LC3EE5,TL6,N0OTG
2019/2/1 22:10,LC30DC,BDV,5NPAU
2019/2/1 22:14,LC32F5,TL6,N0OTG
2019/2/1 22:15,LC33CF,TL6,N0OTG
2019/2/1 22:20,LC6C35,TL6,QGO3G
2019/2/1 22:21,LC12C3,TL6,QGO3G
2019/2/1 22:24,LC32F5,TL6,N0OTG
2019/2/1 22:25,LC32F5,TL6,N0OTG
2019/2/1 22:27,LC31E7,XA7,N0OTG
2019/2/1 22:30,LC307B,TL6,QGO3G
2019/2/1 22:33,LC3FCA,XA7,N0OTG
